exp_id,run_id,algorithm,config_hash,seed,n_train_episodes,train_wall_time_s,stop_reason,first_success_episode,post_convergence_std,cum_env_steps,probe_max_q,eval_mean_reward,eval_std_reward,eval_median_reward,eval_mean_steps,eval_median_steps,eval_success_rate,eval_mean_illegal,eval_mean_episode_seconds,memory_bytes,alpha,gamma,exploration,decay_type,decay_frac,epsilon_decay,reward_shaping,episodes_to_threshold,converged
e0,brute_force__91bff59a__s42,brute_force,91bff59a,42,0,1.0000003385357559e-06,completed,,,0,[],-773.684,96.01057324156633,-785.0,197.18,200.0,0.039,64.147,0.005233685923006305,0,0.15,0.99,epsilon_greedy,exp,0.6,0.9995,none,,False
e0,brute_force__91bff59a__s43,brute_force,91bff59a,43,0,1.5999994502635673e-06,completed,,,0,[],-772.561,103.55106519057206,-785.0,196.744,200.0,0.043,64.08,0.005429162819002158,0,0.15,0.99,epsilon_greedy,exp,0.6,0.9995,none,,False
e0,brute_force__91bff59a__s44,brute_force,91bff59a,44,0,1.3999997463542968e-06,completed,,,0,[],-772.337,104.77059849647377,-785.0,196.736,200.0,0.04,64.049,0.00547860112300259,0,0.15,0.99,epsilon_greedy,exp,0.6,0.9995,none,,False
e0,brute_force__91bff59a__s45,brute_force,91bff59a,45,0,1.0000003385357559e-06,completed,,,0,[],-767.613,110.23064013705546,-785.0,195.57,200.0,0.053,63.684,0.005313257823007916,0,0.15,0.99,epsilon_greedy,exp,0.6,0.9995,none,,False
e0,brute_force__91bff59a__s46,brute_force,91bff59a,46,0,2.0000006770715117e-06,completed,,,0,[],-768.841,113.49992930814078,-785.0,195.415,200.0,0.063,63.861,0.005243517923006038,0,0.15,0.99,epsilon_greedy,exp,0.6,0.9995,none,,False
e0,brute_force__91bff59a__s47,brute_force,91bff59a,47,0,1.0999992809956893e-06,completed,,,0,[],-772.653,100.77923916187325,-785.0,196.629,200.0,0.046,64.11,0.0053533218240063435,0,0.15,0.99,epsilon_greedy,exp,0.6,0.9995,none,,False
e0,brute_force__91bff59a__s48,brute_force,91bff59a,48,0,2.100000529026147e-06,completed,,,0,[],-765.101,105.8671178678519,-776.0,195.875,200.0,0.056,63.378,0.005337050762981562,0,0.15,0.99,epsilon_greedy,exp,0.6,0.9995,none,,False
e0,brute_force__91bff59a__s49,brute_force,91bff59a,49,0,1.8999999156221747e-06,completed,,,0,[],-770.151,101.69235730640989,-785.0,196.506,200.0,0.053,63.862,0.005748090459991545,0,0.15,0.99,epsilon_greedy,exp,0.6,0.9995,none,,False
e0,brute_force__91bff59a__s50,brute_force,91bff59a,50,0,1.2999998943996616e-06,completed,,,0,[],-767.817,102.57184064592725,-776.0,196.587,200.0,0.042,63.568,0.0054106169619881255,0,0.15,0.99,epsilon_greedy,exp,0.6,0.9995,none,,False
e0,brute_force__91bff59a__s51,brute_force,91bff59a,51,0,2.3000002329354174e-06,completed,,,0,[],-770.882,91.74720500170905,-776.0,197.588,200.0,0.044,63.802,0.005440530362029676,0,0.15,0.99,epsilon_greedy,exp,0.6,0.9995,none,,False
