label_a,label_b,metric,mean_a,std_a,ci_a,n_a,mean_b,std_b,ci_b,n_b,normal_a,normal_b,test_name,statistic,p_value,p_holm,hedges_g,cliffs_delta,secondary_test_name,secondary_p_value
γ=0.99,γ=0.9,episodes_to_threshold,1710.0,363.47092196090614,"(1449.9885658493167, 1970.0114341506833)",10,1930.0,319.8958163736021,"(1701.1603185603658, 2158.839681439634)",10,True,True,welch,-1.4368211358075567,0.16819679753397626,0.3363935950679525,-0.6154152724502606,-0.44,,
γ=0.99,γ=0.9,final_reward,8.047999999999998,0.0063245553203371855,"(8.04347568567429, 8.052524314325707)",10,8.05,0.0,"(8.05, 8.05)",10,False,False,mann-whitney,45.0,0.36812025069351895,0.36812025069351895,-0.4283172463948205,-0.1,,
