label_a,label_b,metric,mean_a,std_a,ci_a,n_a,mean_b,std_b,ci_b,n_b,normal_a,normal_b,test_name,statistic,p_value,p_holm,hedges_g,cliffs_delta,secondary_test_name,secondary_p_value
Monte Carlo,Q-Learning,episodes_to_threshold,15000.0,0.0,"(15000.0, 15000.0)",10,1710.0,363.47092196090614,"(1449.9885658493167, 1970.0114341506833)",10,False,True,mann-whitney,100.0,6.02432934531536e-05,0.0001204865869063072,49.524587872944004,1.0,,
Monte Carlo,SARSA,episodes_to_threshold,15000.0,0.0,"(15000.0, 15000.0)",10,3910.0,558.6690532964137,"(3510.3522345624424, 4309.647765437558)",10,False,True,mann-whitney,100.0,6.340287417294021e-05,0.0001204865869063072,26.887009033092873,1.0,,
